,model,layer,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences,same_head_rdm_corr,same_head_rdm_std,same_head_rdm_corr_within_compound_sentences,same_head_rdm_std_within_compound_sentences,same_modifier_rdm_corr,same_modifier_rdm_std,same_modifier_rdm_corr_within_compound_sentences,same_modifier_rdm_std_within_compound_sentences
0,roberta-base,1,0.2606420329552139,0.09112367379302,0.07078660439244164,0.1683650711569089,0.46973784141589986,0.11265360488266873,0.45985745709947917,0.19902973593730394,0.3627101864258208,0.11304988527771503,0.3169488525662255,0.19808407913806067
1,roberta-base,2,0.2687394138563455,0.0942076646068907,0.0851526682797186,0.17526562084802771,0.4661200198478663,0.12059231692122022,0.5020775960596368,0.17927390768944856,0.3440721115204937,0.11729540848581164,0.27024639914400966,0.17473051748947024
2,roberta-base,3,0.29637896291055843,0.1114176145013881,0.12316488448033401,0.19158932719895316,0.4825355694655251,0.11443388598226481,0.5471761434860726,0.1561734776616361,0.32383937811534025,0.12342097121740474,0.20092517722678876,0.16963553134293552
3,roberta-base,4,0.3190919726216938,0.1256529423825208,0.14273081323950682,0.20411994510342704,0.4920605597673328,0.11231049101912309,0.5806527509301866,0.13891511542029283,0.28297069707535916,0.12099030259044442,0.12486960501255316,0.17924472148262305
4,roberta-base,5,0.33308875850722114,0.1271400117139868,0.17677669529663692,0.2154643755225944,0.4762319961098514,0.11099727407145427,0.5719780836150885,0.1388468999824412,0.28747433026104596,0.12020201701134828,0.13029127208448946,0.1720945236158467
5,roberta-base,6,0.32920072508838066,0.13323025798794305,0.19903746433399122,0.2036026685464408,0.45755452892707993,0.12210689462567285,0.5622190828856032,0.15672351501448456,0.28746451326864797,0.12017896886141338,0.13137560549887675,0.18474298105821144
6,roberta-base,7,0.32122107341864153,0.13611009226113013,0.17816207857262106,0.20329227349347254,0.4691495766116485,0.12507770389794118,0.5753688122601414,0.1433109607310482,0.280388904454776,0.1229551836411012,0.11092550383264627,0.19074621659472824
7,roberta-base,8,0.324956995859299,0.13892318098471992,0.1833999065814103,0.21015817675612208,0.459580914348161,0.14127280795763275,0.5818748127464649,0.151745314797102,0.26677082609672415,0.1261449705819152,0.07839550140102851,0.17798464645846995
8,roberta-base,9,0.3151386106742525,0.1415732899102264,0.16761049628125577,0.2187067613547352,0.45744881775982676,0.13900599049931267,0.5914960850740593,0.15010319919081405,0.26849093262062124,0.13065532882752798,0.0717372677075775,0.18238060079146629
9,roberta-base,10,0.30864400925762236,0.14410526264792844,0.15320646925708528,0.22517711364676493,0.4730374055836235,0.14708620234736178,0.5925804184884466,0.16355330076754504,0.2500566316627666,0.13806970193779972,0.0433923657263813,0.19810883411712604
